BettingSite, Event Tab, League, Event, Market, Stats
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 2+ -345
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 4+ +185
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults, 6+ +155
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 3+ -120
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 7+ +1075
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, Over1.5 -167
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 6+ +670
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, Under1.5 +120
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, 2+ -167
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, 1+ -909
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Double Faults, 5+ +370
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, 3+ +170
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults - Set 1, Under1.5 +115
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Double Faults, 4+ +400
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Total Double Faults - Set 1, Over0.5 -238
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Total Double Faults - Set 1, Over0.5 -154
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Double Faults - Set 1, Over1.5 -161
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Laslo Djere Total Double Faults - Set 1, Under0.5 +165
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Christopher O'Connell Total Double Faults - Set 1, Under0.5 +110
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 4-5 +170
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 2-3 +215
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 8-9 +620
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 10-11 +1650
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 6-7 +280
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 12-13 +4900
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 2 Double Faults, Laslo Djere -143
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 14+ +14900
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 2 Double Faults, Christopher O'Connell +150
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 3 Double Faults, Laslo Djere +107
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 2 Double Faults, Neither +480
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 3 Double Faults, Christopher O'Connell +265
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 4 Double Faults, Laslo Djere +190
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 3 Double Faults, Neither +147
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 4 Double Faults, Christopher O'Connell +490
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 4 Double Faults, Neither -182
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 5 Double Faults, Laslo Djere +320
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 5 Double Faults, Christopher O'Connell +900
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 6 Double Faults, Christopher O'Connell +1450
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 5 Double Faults, Neither -455
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 6 Double Faults, Laslo Djere +480
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 7 Double Faults, Laslo Djere +630
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 6 Double Faults, Neither -1250
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 7 Double Faults, Christopher O'Connell +1850
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 8 Double Faults, Laslo Djere +725
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 8 Double Faults, Christopher O'Connell +2100
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 8 Double Faults, Neither -10000
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Race to 7 Double Faults, Neither -3333
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, First Double Fault, Laslo Djere -154
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Double Faults, Tie +370
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Double Faults, Laslo Djere -143
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Double Faults, Christopher O'Connell +182
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, First Double Fault, Christopher O'Connell +110
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Set With Most Double Faults (Between First Two), First Set +132
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Set With Most Double Faults (Between First Two), Second set +132
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults, Most Aces -833
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Set With Most Double Faults (Between First Two), Tie +335
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults, Tie +900
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults - Set 1, Most Aces -323
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults, Most Double Faults +600
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults - Set 1, Most Double Faults +400
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults - Set 2, Most Aces -323
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults - Set 2, Most Double Faults +400
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Most Aces or Most Double Faults - Set 1, Tie +470
Betano, Double Faults, Kitzbuhel, Laslo Djere - Christopher O'Connell, Total Double Faults, 0-1 +850
Betano, Double Faults, Kitzbuhel, Dusan Lajovic - Zhizhen Zhang, Double Faults, Over3.5 -154
Betano, Double Faults, Kitzbuhel, Dusan Lajovic - Zhizhen Zhang, Double Faults, Under3.5 +110
Betano, Double Faults, Kitzbuhel, Dusan Lajovic - Zhizhen Zhang, Double Faults, 4+ -154
Betano, Double Faults, Kitzbuhel, Dusan Lajovic - Zhizhen Zhang, Double Faults, 5+ +132
